competicao;ano;nome
copa_do_brasil;1992;Corinthians
copa_do_brasil;1992;Criciúma
copa_do_brasil;1992;CSA
copa_do_brasil;1992;Democrata GV
copa_do_brasil;1992;Fluminense
copa_do_brasil;1992;Fortaleza
copa_do_brasil;1992;Grêmio
copa_do_brasil;1992;Internacional
copa_do_brasil;1992;Internacional 50 Muniz Freire
copa_do_brasil;1992;Ji-Paraná
copa_do_brasil;1992;Juventude-MT
copa_do_brasil;1992;Juventude-MT 05 Criciúma
copa_do_brasil;1992;Muniz Freire
copa_do_brasil;1992;Nacional-AM
copa_do_brasil;1992;Náutico
copa_do_brasil;1992;Operário-MS
copa_do_brasil;1992;Palmeiras
copa_do_brasil;1992;Picos
copa_do_brasil;1992;Remo
copa_do_brasil;1992;Sampaio Corrêa
copa_do_brasil;1992;Sport
copa_do_brasil;1992;Taguatinga
copa_do_brasil;1992;Tuna Luso
copa_do_brasil;1992;Vasco da Gama
copa_do_brasil;1992;Vasco da Gama 50 Nacional-AM
copa_do_brasil;1993;América de Natal
copa_do_brasil;1993;América Mineiro
copa_do_brasil;1993;Auto Esporte-PB
copa_do_brasil;1993;Brusque
copa_do_brasil;1993;CRB
copa_do_brasil;1993;Cruzeiro
copa_do_brasil;1993;Desportiva Ferroviária
copa_do_brasil;1993;Flamengo
copa_do_brasil;1993;Goiatuba
copa_do_brasil;1993;Grêmio
copa_do_brasil;1993;Internacional
copa_do_brasil;1993;Ji-Paraná
copa_do_brasil;1993;Londrina
copa_do_brasil;1993;Náutico
copa_do_brasil;1993;Operário-MS
copa_do_brasil;1993;Palmeiras
copa_do_brasil;1993;Paysandu
copa_do_brasil;1993;Remo
copa_do_brasil;1993;Rio Branco
copa_do_brasil;1993;Sampaio Corrêa
copa_do_brasil;1993;Sorriso
copa_do_brasil;1993;Sport
copa_do_brasil;1993;Sul América
copa_do_brasil;1993;Taguatinga
copa_do_brasil;1993;Trem
copa_do_brasil;1993;União Bandeirante
copa_do_brasil;1993;Vasco da Gama
copa_do_brasil;1993;Vitória
copa_do_brasil;1994;ABC
copa_do_brasil;1994;América Mineiro
copa_do_brasil;1994;Ariquemes
copa_do_brasil;1994;Atlético Mineiro
copa_do_brasil;1994;Campinense
copa_do_brasil;1994;Comercial-MS
copa_do_brasil;1994;Corinthians
copa_do_brasil;1994;CRB
copa_do_brasil;1994;Criciúma
copa_do_brasil;1994;Fluminense
copa_do_brasil;1994;Grêmio
copa_do_brasil;1994;Independência
copa_do_brasil;1994;Internacional
copa_do_brasil;1994;Kaburé
copa_do_brasil;1994;Linhares EC
copa_do_brasil;1994;Nacional-AM
copa_do_brasil;1994;Palmeiras
copa_do_brasil;1994;Paysandu
copa_do_brasil;1994;Remo
copa_do_brasil;1994;Santa Cruz
copa_do_brasil;1994;Sorriso
copa_do_brasil;1994;São José-AP
copa_do_brasil;1994;Taguatinga
copa_do_brasil;1994;Vasco da Gama
copa_do_brasil;1994;Vila Nova
copa_do_brasil;1994;Vitória
copa_do_brasil;1994;Vitória 4  0 Sorriso
copa_do_brasil;1995;ABC
copa_do_brasil;1995;Atlético Mineiro
copa_do_brasil;1995;Convidado pela CBF
copa_do_brasil;1995;Corinthians
copa_do_brasil;1995;Cristal
copa_do_brasil;1995;Cruzeiro
copa_do_brasil;1995;CSA
copa_do_brasil;1995;Democrata GV
copa_do_brasil;1995;Desportiva Ferroviária
copa_do_brasil;1995;Ferroviário
copa_do_brasil;1995;Figueirense
copa_do_brasil;1995;Flamengo
copa_do_brasil;1995;Flamengo 80 Kaburé
copa_do_brasil;1995;Flamengo-PI
copa_do_brasil;1995;Gama
copa_do_brasil;1995;Grêmio
copa_do_brasil;1995;Internacional
copa_do_brasil;1995;Juventude
copa_do_brasil;1995;Kaburé
copa_do_brasil;1995;Nacional-AM
copa_do_brasil;1995;Náutico
copa_do_brasil;1995;Operário VG
copa_do_brasil;1995;Palmares
copa_do_brasil;1995;Palmeiras
copa_do_brasil;1995;Pontaporanense
copa_do_brasil;1995;Remo
copa_do_brasil;1995;Rio Branco
copa_do_brasil;1995;Sousa
copa_do_brasil;1995;Sport
copa_do_brasil;1995;Vasco da Gama
copa_do_brasil;1995;Vitória
copa_do_brasil;1995;Volta Redonda
copa_do_brasil;1996;ABC
copa_do_brasil;1996;América-MG
copa_do_brasil;1996;Atlético Mineiro
copa_do_brasil;1996;Atlético Paranaense
copa_do_brasil;1996;Atlético Roraima
copa_do_brasil;1996;Botafogo
copa_do_brasil;1996;Botafogo-PB
copa_do_brasil;1996;Cori-Sabbá
copa_do_brasil;1996;Corinthians
copa_do_brasil;1996;Coritiba
copa_do_brasil;1996;CRB
copa_do_brasil;1996;Criciúma
copa_do_brasil;1996;Cristal
copa_do_brasil;1996;Cruzeiro
copa_do_brasil;1996;Ferroviário
copa_do_brasil;1996;Flamengo
copa_do_brasil;1996;Flamengo-PI
copa_do_brasil;1996;Fluminense
copa_do_brasil;1996;Gama
copa_do_brasil;1996;Grêmio
copa_do_brasil;1996;Internacional
copa_do_brasil;1996;Ji-Paraná
copa_do_brasil;1996;Juventus-AC
copa_do_brasil;1996;Kaburé
copa_do_brasil;1996;Linhares EC
copa_do_brasil;1996;Nacional-AM
copa_do_brasil;1996;Operário-MS
copa_do_brasil;1996;Operário-MT
copa_do_brasil;1996;Palmeiras
copa_do_brasil;1996;Paraná Clube
copa_do_brasil;1996;Remo
copa_do_brasil;1996;Santa Cruz
copa_do_brasil;1996;Santa Cruz-PB
copa_do_brasil;1996;Santos
copa_do_brasil;1996;Sergipe 08 Palmeiras
copa_do_brasil;1996;Vasco da Gama
copa_do_brasil;1996;Vila Nova
copa_do_brasil;1996;Vitória
copa_do_brasil;1997;América-MG
copa_do_brasil;1997;América-RN
copa_do_brasil;1997;Atlético-MG
copa_do_brasil;1997;Bacabal
copa_do_brasil;1997;Baré
copa_do_brasil;1997;Botafogo
copa_do_brasil;1997;Cori-Sabbá
copa_do_brasil;1997;Corinthians
copa_do_brasil;1997;Cruzeiro
copa_do_brasil;1997;CSA
copa_do_brasil;1997;Desportiva Ferroviária
copa_do_brasil;1997;Figueirense
copa_do_brasil;1997;Flamengo
copa_do_brasil;1997;Fluminense
copa_do_brasil;1997;Fortaleza
copa_do_brasil;1997;Grêmio
copa_do_brasil;1997;Guará
copa_do_brasil;1997;Internacional
copa_do_brasil;1997;Ji-Paraná
copa_do_brasil;1997;Juventude
copa_do_brasil;1997;Kaburé
copa_do_brasil;1997;Mixto
copa_do_brasil;1997;Nacional-AM
copa_do_brasil;1997;Operário-MS
copa_do_brasil;1997;Palmeiras
copa_do_brasil;1997;Paraná Clube
copa_do_brasil;1997;Paysandu
copa_do_brasil;1997;Portuguesa
copa_do_brasil;1997;Portuguesa 80 Kaburé
copa_do_brasil;1997;Remo
copa_do_brasil;1997;Rio Branco-AC
copa_do_brasil;1997;Santa Cruz
copa_do_brasil;1997;Santa Cruz-PB
copa_do_brasil;1997;Santos
copa_do_brasil;1997;Vasco da Gama
copa_do_brasil;1997;Vila Nova-GO
copa_do_brasil;1997;Vitória
copa_do_brasil;1997;Ypiranga-AP
copa_do_brasil;1998;ABC
copa_do_brasil;1998;Alvorada
copa_do_brasil;1998;América de Natal
copa_do_brasil;1998;América Mineiro
copa_do_brasil;1998;Atlético Mineiro
copa_do_brasil;1998;Avaí
copa_do_brasil;1998;Bangu
copa_do_brasil;1998;Baré
copa_do_brasil;1998;Botafogo
copa_do_brasil;1998;Botafogo-PB
copa_do_brasil;1998;Commercial-MS
copa_do_brasil;1998;Cori-Sabbá
copa_do_brasil;1998;Coritiba
copa_do_brasil;1998;Cruzeiro
copa_do_brasil;1998;CSA
copa_do_brasil;1998;Flamengo
copa_do_brasil;1998;Fluminense
copa_do_brasil;1998;Gama
copa_do_brasil;1998;Grêmio
copa_do_brasil;1998;Internacional
copa_do_brasil;1998;Itabaiana
copa_do_brasil;1998;Ji-Paraná
copa_do_brasil;1998;Linhares EC
copa_do_brasil;1998;Operário-MT
copa_do_brasil;1998;Palmeiras
copa_do_brasil;1998;Picos
copa_do_brasil;1998;Remo
copa_do_brasil;1998;Rio Branco-AC
copa_do_brasil;1998;Sampaio Corrêa
copa_do_brasil;1998;Santos
copa_do_brasil;1998;Sport
copa_do_brasil;1998;São Raimundo-AM
copa_do_brasil;1998;Vasco da Gama
copa_do_brasil;1998;Vasco da Gama 8  0 Picos
copa_do_brasil;1998;Vila Nova
copa_do_brasil;1998;Villa Nova
copa_do_brasil;1998;Vitória
copa_do_brasil;1999;ABC
copa_do_brasil;1999;Alvorada
copa_do_brasil;1999;América de Natal
copa_do_brasil;1999;América Mineiro
copa_do_brasil;1999;Athletico Paranaense
copa_do_brasil;1999;Atlético Goianiense
copa_do_brasil;1999;Atlético Mineiro
copa_do_brasil;1999;Atlético Roraima
copa_do_brasil;1999;Avaí
copa_do_brasil;1999;Botafogo
copa_do_brasil;1999;Botafogo-PB
copa_do_brasil;1999;Caxias
copa_do_brasil;1999;Comercial
copa_do_brasil;1999;Corinthians
copa_do_brasil;1999;Coritiba
copa_do_brasil;1999;CRB
copa_do_brasil;1999;Criciúma
copa_do_brasil;1999;Cruzeiro
copa_do_brasil;1999;CSA
copa_do_brasil;1999;Diamantino
copa_do_brasil;1999;Ferroviário
copa_do_brasil;1999;Figueirense
copa_do_brasil;1999;Flamengo
copa_do_brasil;1999;Flamengo-PI
copa_do_brasil;1999;Fluminense
copa_do_brasil;1999;Gama
copa_do_brasil;1999;Grêmio
copa_do_brasil;1999;Guarani
copa_do_brasil;1999;Guará
copa_do_brasil;1999;Independência
copa_do_brasil;1999;Internacional
copa_do_brasil;1999;Ji-Paraná
copa_do_brasil;1999;Juventude
copa_do_brasil;1999;Juventude 6  0 Fluminense
copa_do_brasil;1999;Lagartense
copa_do_brasil;1999;Linhares
copa_do_brasil;1999;Moto Club
copa_do_brasil;1999;Palmeiras
copa_do_brasil;1999;Paraná Clube
copa_do_brasil;1999;Paysandu
copa_do_brasil;1999;Picos
copa_do_brasil;1999;Ponte Preta
copa_do_brasil;1999;Porto
copa_do_brasil;1999;Portuguesa
copa_do_brasil;1999;Remo
copa_do_brasil;1999;Rio Branco
copa_do_brasil;1999;Sampaio Corrêa
copa_do_brasil;1999;Santa Cruz
copa_do_brasil;1999;Santos
copa_do_brasil;1999;Santos 6  0 Sinop
copa_do_brasil;1999;Sinop
copa_do_brasil;1999;Sport Recife
copa_do_brasil;1999;São Raimundo
copa_do_brasil;1999;Treze
copa_do_brasil;1999;Ubiratan
copa_do_brasil;1999;Vasco da Gama
copa_do_brasil;1999;Vila Nova
copa_do_brasil;1999;Villa Nova
copa_do_brasil;1999;Vitória
copa_do_brasil;1999;Volta Redonda
copa_do_brasil;1999;Ypiranga
copa_do_brasil;2000;América-MG
copa_do_brasil;2000;Atlético-MG
copa_do_brasil;2000;Atlético-PR
copa_do_brasil;2000;Botafogo-PB
copa_do_brasil;2000;Comercial-MS
copa_do_brasil;2000;Coritiba
copa_do_brasil;2000;CRB
copa_do_brasil;2000;Cruzeiro
copa_do_brasil;2000;CSA
copa_do_brasil;2000;Dom Pedro II
copa_do_brasil;2000;Fortaleza
copa_do_brasil;2000;Gama
copa_do_brasil;2000;Independência
copa_do_brasil;2000;Interporto 0  8 Bahia
copa_do_brasil;2000;Nacional-AM
copa_do_brasil;2000;Paysandu
copa_do_brasil;2000;Poções
copa_do_brasil;2000;Remo
copa_do_brasil;2000;Sampaio Corrêa
copa_do_brasil;2000;Santos-AP
copa_do_brasil;2000;Serra
copa_do_brasil;2000;Sinop
copa_do_brasil;2000;Treze
copa_do_brasil;2000;Ubiratan
copa_do_brasil;2000;URT
copa_do_brasil;2000;Vasco-AC
copa_do_brasil;2000;Vila Nova
copa_do_brasil;2000;Vitória
copa_do_brasil;2001;ABC
copa_do_brasil;2001;Americano
copa_do_brasil;2001;América de Natal
copa_do_brasil;2001;América Mineiro
copa_do_brasil;2001;Anapolina
copa_do_brasil;2001;ASA
copa_do_brasil;2001;Athletico Paranaense
copa_do_brasil;2001;Atlético Mineiro
copa_do_brasil;2001;Botafogo
copa_do_brasil;2001;Botafogo-PB
copa_do_brasil;2001;Cachoeiro
copa_do_brasil;2001;Castanhal
copa_do_brasil;2001;Caxias
copa_do_brasil;2001;Comercial-MS
copa_do_brasil;2001;Corinthians
copa_do_brasil;2001;Coritiba
copa_do_brasil;2001;CSA
copa_do_brasil;2001;Desportiva Ferroviária
copa_do_brasil;2001;Figueirense
copa_do_brasil;2001;Flamengo
copa_do_brasil;2001;Flamengo-PI
copa_do_brasil;2001;Fluminense
copa_do_brasil;2001;Fortaleza
copa_do_brasil;2001;Gama
copa_do_brasil;2001;Goiânia
copa_do_brasil;2001;Grêmio
copa_do_brasil;2001;Guajará
copa_do_brasil;2001;Guarani
copa_do_brasil;2001;Joinville
copa_do_brasil;2001;Juventude
copa_do_brasil;2001;Juventude-MT
copa_do_brasil;2001;Lagartense
copa_do_brasil;2001;Malutrom
copa_do_brasil;2001;Mixto
copa_do_brasil;2001;Moto Club
copa_do_brasil;2001;Nacional-AM
copa_do_brasil;2001;Náutico
copa_do_brasil;2001;Operário-MS
copa_do_brasil;2001;Palmas
copa_do_brasil;2001;Paysandu
copa_do_brasil;2001;Ponte Preta
copa_do_brasil;2001;Remo
copa_do_brasil;2001;Rio Branco-AC
copa_do_brasil;2001;Rio Negro-RR
copa_do_brasil;2001;River-PI
copa_do_brasil;2001;Sampaio Corrêa
copa_do_brasil;2001;Santa Cruz
copa_do_brasil;2001;Santos
copa_do_brasil;2001;Santos-AP
copa_do_brasil;2001;Sport
copa_do_brasil;2001;São Paulo 10  0 Botafogo-PB
copa_do_brasil;2001;São Raimundo-AM
copa_do_brasil;2001;Treze
copa_do_brasil;2001;URT
copa_do_brasil;2001;Vila Nova
copa_do_brasil;2001;Villa Nova-MG
copa_do_brasil;2001;Vitória
copa_do_brasil;2002;Alegrense
copa_do_brasil;2002;Americano
copa_do_brasil;2002;América-MG
copa_do_brasil;2002;América-RN
copa_do_brasil;2002;Anapolina
copa_do_brasil;2002;ASA
copa_do_brasil;2002;Atlético-MG
copa_do_brasil;2002;Atlético-RR
copa_do_brasil;2002;Bandeirante-DF
copa_do_brasil;2002;Botafogo
copa_do_brasil;2002;Botafogo-PB
copa_do_brasil;2002;Botafogo-SP
copa_do_brasil;2002;Bragantino
copa_do_brasil;2002;Brasiliense
copa_do_brasil;2002;Caxias
copa_do_brasil;2002;CENE
copa_do_brasil;2002;Comercial-MS
copa_do_brasil;2002;Confiança
copa_do_brasil;2002;Corinthians
copa_do_brasil;2002;Corinthians-RN
copa_do_brasil;2002;Coritiba
copa_do_brasil;2002;Criciúma
copa_do_brasil;2002;Cruzeiro
copa_do_brasil;2002;CSA
copa_do_brasil;2002;Figueirense
copa_do_brasil;2002;Flamengo-PI
copa_do_brasil;2002;Fluminense
copa_do_brasil;2002;Fortaleza
copa_do_brasil;2002;Gama
copa_do_brasil;2002;Guarani
copa_do_brasil;2002;Independente-AP
copa_do_brasil;2002;Internacional
copa_do_brasil;2002;Ji-Paraná
copa_do_brasil;2002;Joinville
copa_do_brasil;2002;Juazeiro
copa_do_brasil;2002;Juventude
copa_do_brasil;2002;Juventude-MT
copa_do_brasil;2002;Londrina
copa_do_brasil;2002;Moto Club
copa_do_brasil;2002;Nacional-AM
copa_do_brasil;2002;Náutico
copa_do_brasil;2002;Palmas
copa_do_brasil;2002;Palmeiras
copa_do_brasil;2002;Paysandu
copa_do_brasil;2002;Ponte Preta
copa_do_brasil;2002;Rio Negro-AC
copa_do_brasil;2002;River
copa_do_brasil;2002;Sampaio Corrêa
copa_do_brasil;2002;Santa Cruz
copa_do_brasil;2002;Sport
copa_do_brasil;2002;São Raimundo-AM
copa_do_brasil;2002;Treze
copa_do_brasil;2002;Vasco
copa_do_brasil;2002;Vasco-AC
copa_do_brasil;2002;Vila Nova
copa_do_brasil;2002;Vitória
copa_do_brasil;2002;Vitória 6  0 CENE
copa_do_brasil;2003;Alegrense
copa_do_brasil;2003;Americano
copa_do_brasil;2003;América de Natal
copa_do_brasil;2003;Anapolina
copa_do_brasil;2003;Atlético Cajazeirense
copa_do_brasil;2003;Atlético Mineiro
copa_do_brasil;2003;Atlético Paranaense
copa_do_brasil;2003;Atlético Roraima
copa_do_brasil;2003;Bangu
copa_do_brasil;2003;Botafogo
copa_do_brasil;2003;Botafogo-PB
copa_do_brasil;2003;Caldense
copa_do_brasil;2003;CENE
copa_do_brasil;2003;CFA Rondônia
copa_do_brasil;2003;CFZ de Brasília
copa_do_brasil;2003;Comercial
copa_do_brasil;2003;Confiança
copa_do_brasil;2003;Corinthians-AL
copa_do_brasil;2003;Coritiba
copa_do_brasil;2003;Coríntians de Caicó
copa_do_brasil;2003;CRB
copa_do_brasil;2003;Criciúma
copa_do_brasil;2003;Cruzeiro
copa_do_brasil;2003;Cruzeiro 7  0 Coríntians (RN
copa_do_brasil;2003;Dom Bosco
copa_do_brasil;2003;Figueirense
copa_do_brasil;2003;Flamengo
copa_do_brasil;2003;Flamengo-PI
copa_do_brasil;2003;Fluminense
copa_do_brasil;2003;Fortaleza
copa_do_brasil;2003;Gama
copa_do_brasil;2003;Guarani
copa_do_brasil;2003;Guarani-VA
copa_do_brasil;2003;Internacional
copa_do_brasil;2003;Ipatinga
copa_do_brasil;2003;Iraty
copa_do_brasil;2003;Itabaiana
copa_do_brasil;2003;Ituano
copa_do_brasil;2003;Juventude
copa_do_brasil;2003;Moto Club
copa_do_brasil;2003;Nacional-AM
copa_do_brasil;2003;Náutico
copa_do_brasil;2003;Operário-MT
copa_do_brasil;2003;Palmeiras
copa_do_brasil;2003;Pelotas
copa_do_brasil;2003;Remo
copa_do_brasil;2003;Rio Branco
copa_do_brasil;2003;Rio Branco-ES
copa_do_brasil;2003;River
copa_do_brasil;2003;Sampaio Corrêa
copa_do_brasil;2003;Santa Cruz
copa_do_brasil;2003;Sport
copa_do_brasil;2003;São Caetano
copa_do_brasil;2003;São Raimundo-AM
copa_do_brasil;2003;Tocantinópolis
copa_do_brasil;2003;Tuna Luso
copa_do_brasil;2003;Vasco da Gama
copa_do_brasil;2003;Vila Nova
copa_do_brasil;2003;Vitória
copa_do_brasil;2003;Ypiranga
copa_do_brasil;2004;Americano
copa_do_brasil;2004;América
copa_do_brasil;2004;América de Natal
copa_do_brasil;2004;ASA
copa_do_brasil;2004;Atlético Cajazeirense
copa_do_brasil;2004;Atlético Mineiro
copa_do_brasil;2004;Atlético Roraima
copa_do_brasil;2004;Bangu
copa_do_brasil;2004;Barra do Garças
copa_do_brasil;2004;Botafogo
copa_do_brasil;2004;Botafogo-PB
copa_do_brasil;2004;Brasiliense
copa_do_brasil;2004;Caldense
copa_do_brasil;2004;CENE
copa_do_brasil;2004;Confiança
copa_do_brasil;2004;Corinthians
copa_do_brasil;2004;CRB
copa_do_brasil;2004;Criciúma
copa_do_brasil;2004;Cruzeiro
copa_do_brasil;2004;CTE Colatina
copa_do_brasil;2004;Cuiabá
copa_do_brasil;2004;Ferroviário
copa_do_brasil;2004;Figueirense
copa_do_brasil;2004;Flamengo
copa_do_brasil;2004;Flamengo-PI
copa_do_brasil;2004;Fluminense
copa_do_brasil;2004;Fortaleza
copa_do_brasil;2004;Gama
copa_do_brasil;2004;Grêmio
copa_do_brasil;2004;Guarani
copa_do_brasil;2004;Internacional
copa_do_brasil;2004;Juventude
copa_do_brasil;2004;Londrina
copa_do_brasil;2004;Nacional-AM
copa_do_brasil;2004;Novo Horizonte
copa_do_brasil;2004;Náutico
copa_do_brasil;2004;Palmas
copa_do_brasil;2004;Palmeiras
copa_do_brasil;2004;Paranavaí
copa_do_brasil;2004;Paraná 72 River-PI
copa_do_brasil;2004;Parnahyba
copa_do_brasil;2004;Portuguesa Santista
copa_do_brasil;2004;Prudentópolis
copa_do_brasil;2004;Remo
copa_do_brasil;2004;Rio Branco-AC
copa_do_brasil;2004;Rio Negro
copa_do_brasil;2004;Sampaio Corrêa
copa_do_brasil;2004;Santa Cruz
copa_do_brasil;2004;Santo André
copa_do_brasil;2004;Santos-AP 05 Batatais
copa_do_brasil;2004;SERC Chapadão
copa_do_brasil;2004;Serra
copa_do_brasil;2004;Sport
copa_do_brasil;2004;São Gonçalo
copa_do_brasil;2004;Tuna Luso
copa_do_brasil;2004;União Barbarense
copa_do_brasil;2004;União Cacoalense
copa_do_brasil;2004;Vasco da Gama
copa_do_brasil;2004;Vila Nova
copa_do_brasil;2004;Vitória
copa_do_brasil;2004;Ypiranga-AP
copa_do_brasil;2005;Americano
copa_do_brasil;2005;América Mineiro
copa_do_brasil;2005;América-RJ
copa_do_brasil;2005;Atlético Mineiro
copa_do_brasil;2005;Baraúnas
copa_do_brasil;2005;Botafogo
copa_do_brasil;2005;Brasiliense
copa_do_brasil;2005;Caldense
copa_do_brasil;2005;Campinense
copa_do_brasil;2005;CENE
copa_do_brasil;2005;CFZ
copa_do_brasil;2005;Chapadão do Sul
copa_do_brasil;2005;Cianorte
copa_do_brasil;2005;Confiança
copa_do_brasil;2005;Corinthians
copa_do_brasil;2005;Corinthians-AL
copa_do_brasil;2005;Coritiba
copa_do_brasil;2005;Coruripe
copa_do_brasil;2005;CRAC
copa_do_brasil;2005;Cruzeiro
copa_do_brasil;2005;Cruzeiro 7  0 Sergipe
copa_do_brasil;2005;Cuiabá
copa_do_brasil;2005;Esportivo
copa_do_brasil;2005;Estrela do Norte
copa_do_brasil;2005;Figueirense
copa_do_brasil;2005;Flamengo
copa_do_brasil;2005;Fluminense
copa_do_brasil;2005;Fortaleza
copa_do_brasil;2005;Friburguense
copa_do_brasil;2005;Grêmio
copa_do_brasil;2005;Grêmio Coariense
copa_do_brasil;2005;Guarani
copa_do_brasil;2005;Hermann Aichinger
copa_do_brasil;2005;Internacional
copa_do_brasil;2005;Ipatinga
copa_do_brasil;2005;Ituano
copa_do_brasil;2005;Juventude
copa_do_brasil;2005;Londrina
copa_do_brasil;2005;Moto Club
copa_do_brasil;2005;Náutico
copa_do_brasil;2005;Palmas
copa_do_brasil;2005;Paulista
copa_do_brasil;2005;Paysandu
copa_do_brasil;2005;Potiguar
copa_do_brasil;2005;Remo
copa_do_brasil;2005;Rio Branco
copa_do_brasil;2005;River-PI
copa_do_brasil;2005;Sampaio Corrêa
copa_do_brasil;2005;Santa Cruz
copa_do_brasil;2005;Serra
copa_do_brasil;2005;São Caetano
copa_do_brasil;2005;São Raimundo
copa_do_brasil;2005;Treze
copa_do_brasil;2005;Ulbra
copa_do_brasil;2005;União Cacoalense
copa_do_brasil;2005;União Rondonópolis
copa_do_brasil;2005;Vasco da Gama
copa_do_brasil;2005;Vila Nova
copa_do_brasil;2005;Vitória
copa_do_brasil;2005;Ypiranga-AP
copa_do_brasil;2006;ABC
copa_do_brasil;2006;Americano
copa_do_brasil;2006;América Mineiro
copa_do_brasil;2006;ASA
copa_do_brasil;2006;Atlético de Ibirama
copa_do_brasil;2006;Atlético Mineiro
copa_do_brasil;2006;Atlético Paranaense
copa_do_brasil;2006;Botafogo
copa_do_brasil;2006;Botafogo-PB
copa_do_brasil;2006;Brasiliense
copa_do_brasil;2006;Cabofriense
copa_do_brasil;2006;Ceilândia
copa_do_brasil;2006;CENE
copa_do_brasil;2006;Colinas
copa_do_brasil;2006;Copa BIG/Brasil Telecom
copa_do_brasil;2006;Copa Emídio Perondi
copa_do_brasil;2006;Copa ES
copa_do_brasil;2006;Copa Paulista
copa_do_brasil;2006;Coritiba
copa_do_brasil;2006;CRB
copa_do_brasil;2006;Criciúma
copa_do_brasil;2006;Cruzeiro
copa_do_brasil;2006;Estrela do Norte
copa_do_brasil;2006;Flamengo
copa_do_brasil;2006;Fluminense
copa_do_brasil;2006;Fortaleza
copa_do_brasil;2006;Grêmio
copa_do_brasil;2006;Grêmio Coariense
copa_do_brasil;2006;Guarani
copa_do_brasil;2006;Icasa
copa_do_brasil;2006;Imperatriz
copa_do_brasil;2006;Ipatinga
copa_do_brasil;2006;Iraty
copa_do_brasil;2006;Itabaiana
copa_do_brasil;2006;Londrina
copa_do_brasil;2006;Mineiros
copa_do_brasil;2006;Moto Club
copa_do_brasil;2006;Nacional-AM
